Date,daily_sentiment
2019-01-02,-0.1542759841041905
2019-01-03,0.0298416242003441
2019-01-04,-0.3402862299233675
2019-01-07,0.0051182545721531
2019-01-08,0.2274693109095096
2019-01-09,-0.2350155055522918
2019-01-10,0.0602868106216192
2019-01-11,0.4158923399324218
2019-01-14,-0.1408324143849313
2019-01-15,-0.9388886094093324
2019-01-16,0.2710403129458427
2019-01-17,-0.1312774512916803
2019-01-18,0.0134857645524399
2019-01-22,-0.1380009441636503
2019-01-23,0.0681642740964889
2019-01-24,-0.4412014683087666
2019-01-25,0.0148596285531917
2019-01-28,-0.0934250308200717
2019-01-29,0.1235352782532571
2019-01-30,0.1124300765804946
2019-01-31,0.2853709332644939
2019-02-01,-0.2083912764986355
2019-02-04,-0.1802574843168259
2019-02-05,0.1620307223250468
2019-02-06,0.002597652375698
2019-02-07,0.6778126358985901
2019-02-08,-0.1954829742511113
2019-02-11,0.5715061028798422
2019-02-12,-0.064829933270812
2019-02-13,0.0184707875762667
2019-02-14,-0.0069729300836722
2019-02-15,-0.7383050322532654
2019-02-19,-0.1951280521849791
2019-02-20,0.316952933371067
2019-02-21,0.0497735776007175
2019-02-22,0.2369276732206344
2019-02-25,-0.1714177623391151
2019-02-26,0.1436606999486684
2019-02-27,-0.058363464474678
2019-02-28,0.3940328657627105
2019-03-01,0.2725260861217976
2019-03-04,-0.7097198367118835
2019-03-05,-0.2254776708781719
2019-03-06,-0.9628493189811708
2019-03-07,0.1594892889261245
2019-03-08,0.1643261890858412
2019-03-11,0.1104697920382022
2019-03-12,0.8752722144126892
2019-03-13,-0.2737584915012121
2019-03-14,0.1840870703260104
2019-03-15,-0.1606695694582803
2019-03-18,-0.2208622175579269
2019-03-19,-0.916992962360382
2019-03-21,0.4133356548845768
2019-03-22,-0.9344077706336976
2019-03-25,0.1338893480598926
2019-03-26,0.3937288820743561
2019-03-27,0.0625809654593467
2019-03-28,-0.2816994711756706
2019-03-29,0.1284375503659248
2019-04-01,0.1698097363114357
2019-04-02,0.2123930032054583
2019-04-03,0.0930890794843435
2019-04-04,-0.0115355184922615
2019-04-05,0.3979897499084472
2019-04-08,0.0315515145659446
2019-04-09,0.2795292334631085
2019-04-10,0.9070570468902588
2019-04-11,-0.2051342725753784
2019-04-12,0.0325483524550994
2019-04-15,-0.8990505635738373
2019-04-16,-0.5040429830551147
2019-04-17,0.5465303733944893
2019-04-18,0.3431293964385986
2019-04-22,0.3249911069869995
2019-04-23,0.3213006019592285
2019-04-24,0.0344960559159517
2019-04-25,-0.3881546622142195
2019-04-26,0.0568521705766517
2019-04-29,0.0815494144335389
2019-04-30,0.0345491617918014
2019-05-01,-0.5976881658037504
2019-05-02,0.0438081137835979
2019-05-03,-0.2813260753949483
2019-05-06,0.4058448290452361
2019-05-07,-0.0174846366047859
2019-05-08,-0.1879022356122732
2019-05-09,0.034295084575812
2019-05-10,-0.1858946494758129
2019-05-13,0.026944354797403
2019-05-14,0.0050898067653178
2019-05-15,-0.0688607264310121
2019-05-16,-0.4120734582344691
2019-05-17,-0.0698354113847016
2019-05-20,-0.1220880836248397
2019-05-21,-0.2394891083240509
2019-05-22,-0.0475715085243185
2019-05-23,-0.4959429291387398
2019-05-24,0.3936074078083038
2019-05-28,-0.3532589313884576
2019-05-29,0.3216304456194241
2019-05-30,-0.5808022307852904
2019-05-31,-0.948627233505249
2019-06-03,-0.3967785844579339
2019-06-04,0.0762397795915603
2019-06-05,0.2093092850409448
2019-06-06,-0.0580279938876628
2019-06-07,0.120545969903469
2019-06-10,0.2914065219461917
2019-06-11,0.2058807678520679
2019-06-12,0.166696548461914
2019-06-13,-0.1500585161149502
2019-06-17,0.0273852348327637
2019-06-18,-0.0326762050390243
2019-06-19,-0.1844621530423561
2019-06-20,0.3366178597013156
2019-06-21,0.016397971039017
2019-06-24,0.1982884407043457
2019-06-25,-0.1983445774530992
2019-06-26,-0.231474932283163
2019-06-27,-0.9531744718551636
2019-06-28,0.0506139928475022
2019-07-01,-0.0188892030467589
2019-07-02,0.9011216759681702
2019-07-03,-0.0176674276590347
2019-07-05,-0.0323445498943328
2019-07-08,0.0081516044835249
2019-07-10,-0.2427643667906522
2019-07-11,0.2794900834560394
2019-07-12,-0.179854080080986
2019-07-15,0.2588082378109296
2019-07-16,0.02370385825634
2019-07-17,0.008959331549704
2019-07-18,-0.2756812572479248
2019-07-19,-0.5092829510569572
2019-07-22,0.15100715495646
2019-07-23,0.4238510578870773
2019-07-24,-0.3249028511345386
2019-07-25,0.2565847035497426
2019-07-26,0.2845263599107662
2019-07-29,-0.0106492713093757
2019-07-30,-0.1447284914553165
2019-07-31,-0.036392118781805
2019-08-01,-0.3632241785526275
2019-08-02,-0.6229100779940685
2019-08-05,-0.4835024867206812
2019-08-06,0.1495334953069687
2019-08-07,-0.3844256518142564
2019-08-08,-0.4015065617859363
2019-08-09,-0.2314406875520945
2019-08-12,0.0205856123939156
2019-08-13,-0.2923185036828121
2019-08-14,-0.3156870985403657
2019-08-15,-0.1388863225777943
2019-08-16,-0.1733871549367904
2019-08-19,0.503184566895167
2019-08-20,-0.1735865943133831
2019-08-21,0.1720438906922936
2019-08-22,-0.2179918798307578
2019-08-23,7.562587658563324e-05
2019-08-26,-0.1754777883179485
2019-08-27,0.0081855589523911
2019-08-28,0.3035742556676268
2019-08-29,0.3194844101866086
2019-08-30,-0.1810784600675106
2019-09-03,-0.1314364038407802
2019-09-04,-0.2077184040099382
2019-09-05,-0.4554417394101619
2019-09-06,0.2039994485676288
2019-09-09,0.315412750095129
2019-09-10,0.0703222844749689
2019-09-11,-0.0480114705860615
2019-09-12,-0.199756438533465
2019-09-13,0.3384651467204094
2019-09-16,0.0772741089264552
2019-09-17,0.0849560648202896
2019-09-18,-0.3105043241133292
2019-09-19,-0.2868442193915446
2019-09-20,-0.2378197144716977
2019-09-23,0.1549262221902608
2019-09-24,-0.1252127594004074
2019-09-25,-0.064659372717142
2019-09-26,-0.0229656329999367
2019-09-27,0.0094974488019943
2019-09-30,-0.068750949949026
2019-10-01,0.0383894021312395
2019-10-02,-0.4112829960882663
2019-10-03,-0.3722660342852275
2019-10-04,-0.4016973879188299
2019-10-07,-0.3068432317425807
2019-10-08,0.0365329341342051
2019-10-09,0.2709577567875386
2019-10-10,0.3098867982625961
2019-10-11,-0.0277137383818626
2019-10-14,-0.2080389745533466
2019-10-15,0.0724452516684929
2019-10-16,0.028199695671598
2019-10-17,0.0657897430161634
2019-10-18,0.5881188462177912
2019-10-21,-0.067128026485443
2019-10-23,0.0242124674841762
2019-10-24,-0.0062481351196766
2019-10-25,0.0121727579583724
2019-10-28,0.1077574878517124
2019-10-29,0.096049445370833
2019-10-30,0.5606026992201805
2019-10-31,-0.3757199173172315
2019-11-01,0.2365119846330748
2019-11-04,-0.0691139139235019
2019-11-05,0.1527012232691049
2019-11-06,-0.1031405978525678
2019-11-07,0.3071987507864833
2019-11-08,0.2342014849185944
2019-11-11,-0.1504588574171066
2019-11-12,-0.4161802069284022
2019-11-13,-0.1861020876094699
2019-11-14,0.1038519466916719
2019-11-15,0.4234158685430884
2019-11-18,0.2192847318947315
2019-11-19,-0.3544642031192779
2019-11-20,-0.1431488953530788
2019-11-21,-0.4702963111922145
2019-11-22,-0.93293035030365
2019-11-25,0.4534325823187828
2019-11-26,0.1673465128988027
2019-11-27,0.2738192236671845
2019-11-29,-0.1268735229969024
2019-12-02,-0.0410786446716104
2019-12-03,-0.0421216264367103
2019-12-04,-0.433797982831796
2019-12-05,0.0102836131118237
2019-12-06,0.0010492634028196
2019-12-09,-0.1754437582567334
2019-12-10,0.0834453315474092
2019-12-11,-0.0362866353243588
2019-12-12,-0.2023050654679537
2019-12-13,-0.0481829550117254
2019-12-16,-0.1633466730515162
2019-12-17,0.2991149015724659
2019-12-18,0.0259884917842489
2019-12-19,0.20694200694561
2019-12-20,0.0367420767433941
2019-12-23,0.2479424708607522
2019-12-24,0.4292469806969166
2019-12-26,0.3463060062910829
2019-12-27,0.2802542845408122
2019-12-30,0.2117044124752283
2019-12-31,0.1783849125994103
2020-01-02,-0.1028886601328849
2020-01-03,0.1598969695882665
2020-01-06,0.0929907564073801
2020-01-07,0.1716413665562868
2020-01-08,0.029371352866292
2020-01-09,-0.2009417765906878
2020-01-10,0.2282440500954786
2020-01-13,-0.0303740845993161
